IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.27.125.16,4,4,0.00,15.88,0.00,N/A
104.17.102.26,4,4,0.00,15.89,0.00,N/A
172.64.233.219,4,4,0.00,15.89,0.00,N/A
104.18.61.244,4,4,0.00,15.89,0.00,N/A
162.159.50.13,4,4,0.00,15.89,0.00,N/A
104.19.176.39,4,4,0.00,15.90,0.00,N/A
162.159.46.181,4,4,0.00,15.90,0.00,N/A
104.17.76.25,4,4,0.00,15.90,0.00,N/A
104.24.15.52,4,4,0.00,15.91,0.00,N/A
104.18.65.200,4,4,0.00,15.91,0.00,N/A
104.17.107.238,4,4,0.00,15.91,0.00,N/A
104.16.253.152,4,4,0.00,15.92,0.00,N/A
104.16.4.193,4,4,0.00,15.92,0.00,N/A
104.24.255.164,4,4,0.00,15.92,0.00,N/A
104.18.159.208,4,4,0.00,15.92,0.00,N/A
172.65.166.201,4,4,0.00,15.93,0.00,N/A
104.17.43.158,4,4,0.00,15.93,0.00,N/A
104.27.199.151,4,4,0.00,15.93,0.00,N/A
104.24.142.166,4,4,0.00,15.93,0.00,N/A
172.65.162.9,4,4,0.00,15.94,0.00,N/A
104.16.198.172,4,4,0.00,15.94,0.00,N/A
104.16.43.182,4,4,0.00,15.94,0.00,N/A
104.24.233.151,4,4,0.00,15.94,0.00,N/A
172.67.199.178,4,4,0.00,15.94,0.00,N/A
104.18.236.78,4,4,0.00,15.95,0.00,N/A
172.67.126.170,4,4,0.00,15.95,0.00,N/A
104.17.234.242,4,4,0.00,15.95,0.00,N/A
104.16.25.179,4,4,0.00,15.95,0.00,N/A
104.27.26.41,4,4,0.00,15.96,0.00,N/A
104.27.69.200,4,4,0.00,15.96,0.00,N/A
104.16.28.237,4,4,0.00,15.96,0.00,N/A
104.17.72.122,4,4,0.00,15.97,0.00,N/A
104.17.120.82,4,4,0.00,15.97,0.00,N/A
172.66.216.241,4,4,0.00,15.97,0.00,N/A
104.17.226.216,4,4,0.00,15.98,0.00,N/A
104.17.190.90,4,4,0.00,15.98,0.00,N/A
104.19.26.111,4,4,0.00,15.98,0.00,N/A
104.21.23.128,4,4,0.00,15.98,0.00,N/A
104.18.51.232,4,4,0.00,15.98,0.00,N/A
172.64.80.139,4,4,0.00,15.99,0.00,N/A
172.67.211.53,4,4,0.00,15.99,0.00,N/A
104.25.117.100,4,4,0.00,15.99,0.00,N/A
104.19.128.87,4,4,0.00,15.99,0.00,N/A
172.65.3.25,4,4,0.00,15.99,0.00,N/A
172.65.188.176,4,4,0.00,15.99,0.00,N/A
104.27.44.248,4,4,0.00,16.00,0.00,N/A
104.17.169.37,4,4,0.00,16.00,0.00,N/A
104.24.38.206,4,4,0.00,16.00,0.00,N/A
104.24.31.213,4,4,0.00,16.01,0.00,N/A
104.24.227.28,4,4,0.00,16.01,0.00,N/A
104.16.201.147,4,4,0.00,16.01,0.00,N/A
104.17.242.33,4,4,0.00,16.01,0.00,N/A
104.16.51.152,4,4,0.00,16.02,0.00,N/A
104.21.230.18,4,4,0.00,16.02,0.00,N/A
104.18.204.48,4,4,0.00,16.03,0.00,N/A
104.25.160.35,4,4,0.00,16.03,0.00,N/A
104.17.178.149,4,4,0.00,16.03,0.00,N/A
104.17.126.4,4,4,0.00,16.04,0.00,N/A
104.24.28.17,4,4,0.00,16.04,0.00,N/A
104.27.122.171,4,4,0.00,16.04,0.00,N/A
172.65.249.111,4,4,0.00,16.04,0.00,N/A
104.18.8.25,4,4,0.00,16.04,0.00,N/A
104.27.108.75,4,4,0.00,16.04,0.00,N/A
104.21.81.136,4,4,0.00,16.05,0.00,N/A
104.18.75.85,4,4,0.00,16.05,0.00,N/A
104.16.90.72,4,4,0.00,16.06,0.00,N/A
104.18.230.236,4,4,0.00,16.06,0.00,N/A
104.16.104.171,4,4,0.00,16.06,0.00,N/A
104.16.75.52,4,4,0.00,16.06,0.00,N/A
104.25.240.131,4,4,0.00,16.07,0.00,N/A
162.159.93.110,4,4,0.00,16.07,0.00,N/A
104.21.234.147,4,4,0.00,16.07,0.00,N/A
104.24.145.5,4,4,0.00,16.07,0.00,N/A
172.65.163.53,4,4,0.00,16.07,0.00,N/A
172.66.200.59,4,4,0.00,16.07,0.00,N/A
104.25.219.123,4,4,0.00,16.08,0.00,N/A
104.17.62.214,4,4,0.00,16.08,0.00,N/A
104.17.71.166,4,4,0.00,16.08,0.00,N/A
104.27.64.137,4,4,0.00,16.08,0.00,N/A
104.18.71.235,4,4,0.00,16.09,0.00,N/A
104.17.84.176,4,4,0.00,16.09,0.00,N/A
104.18.41.227,4,4,0.00,16.09,0.00,N/A
104.24.239.132,4,4,0.00,16.09,0.00,N/A
104.18.175.97,4,4,0.00,16.10,0.00,N/A
104.24.154.193,4,4,0.00,16.11,0.00,N/A
104.17.127.94,4,4,0.00,16.11,0.00,N/A
172.67.87.16,4,4,0.00,16.11,0.00,N/A
104.25.36.46,4,4,0.00,16.11,0.00,N/A
162.159.245.84,4,4,0.00,16.11,0.00,N/A
172.67.180.186,4,4,0.00,16.11,0.00,N/A
104.19.25.250,4,4,0.00,16.12,0.00,N/A
104.25.80.95,4,4,0.00,16.12,0.00,N/A
104.16.173.22,4,4,0.00,16.13,0.00,N/A
104.21.9.178,4,4,0.00,16.13,0.00,N/A
104.17.128.111,4,4,0.00,16.13,0.00,N/A
104.25.54.97,4,4,0.00,16.13,0.00,N/A
104.17.229.202,4,4,0.00,16.14,0.00,N/A
172.65.52.154,4,4,0.00,16.14,0.00,N/A
104.18.98.167,4,4,0.00,16.14,0.00,N/A
104.19.95.0,4,4,0.00,16.15,0.00,N/A
104.24.160.233,4,4,0.00,16.15,0.00,N/A
172.65.91.49,4,4,0.00,16.15,0.00,N/A
104.25.71.132,4,4,0.00,16.15,0.00,N/A
104.17.213.231,4,4,0.00,16.15,0.00,N/A
104.27.196.135,4,4,0.00,16.16,0.00,N/A
104.16.252.180,4,4,0.00,16.16,0.00,N/A
172.67.128.113,4,4,0.00,16.16,0.00,N/A
104.27.55.120,4,4,0.00,16.16,0.00,N/A
104.17.122.146,4,4,0.00,16.16,0.00,N/A
172.67.133.16,4,4,0.00,16.17,0.00,N/A
104.27.53.167,4,4,0.00,16.17,0.00,N/A
104.18.209.12,4,4,0.00,16.17,0.00,N/A
104.25.146.40,4,4,0.00,16.18,0.00,N/A
104.25.131.74,4,4,0.00,16.18,0.00,N/A
104.21.85.26,4,4,0.00,16.18,0.00,N/A
104.27.59.100,4,4,0.00,16.19,0.00,N/A
104.21.74.169,4,4,0.00,16.19,0.00,N/A
104.17.110.7,4,4,0.00,16.19,0.00,N/A
104.16.11.115,4,4,0.00,16.20,0.00,N/A
104.24.25.69,4,4,0.00,16.21,0.00,N/A
104.20.2.150,4,4,0.00,16.21,0.00,N/A
104.27.57.65,4,4,0.00,16.21,0.00,N/A
104.27.54.161,4,4,0.00,16.21,0.00,N/A
104.19.221.179,4,4,0.00,16.22,0.00,N/A
104.27.198.149,4,4,0.00,16.22,0.00,N/A
104.18.125.115,4,4,0.00,16.22,0.00,N/A
104.27.34.34,4,4,0.00,16.22,0.00,N/A
104.27.37.178,4,4,0.00,16.22,0.00,N/A
104.17.164.136,4,4,0.00,16.23,0.00,N/A
104.18.72.5,4,4,0.00,16.23,0.00,N/A
104.24.166.141,4,4,0.00,16.23,0.00,N/A
104.24.230.213,4,4,0.00,16.23,0.00,N/A
104.16.13.34,4,4,0.00,16.23,0.00,N/A
104.24.135.5,4,4,0.00,16.23,0.00,N/A
104.18.117.152,4,4,0.00,16.23,0.00,N/A
104.17.195.90,4,4,0.00,16.24,0.00,N/A
104.25.138.94,4,4,0.00,16.25,0.00,N/A
172.67.71.37,4,4,0.00,16.25,0.00,N/A
104.19.210.130,4,4,0.00,16.26,0.00,N/A
172.67.91.31,4,4,0.00,16.26,0.00,N/A
104.17.69.66,4,4,0.00,16.26,0.00,N/A
104.24.246.46,4,4,0.00,16.27,0.00,N/A
162.159.196.224,4,4,0.00,16.27,0.00,N/A
104.27.105.44,4,4,0.00,16.27,0.00,N/A
141.101.90.203,4,4,0.00,16.28,0.00,N/A
104.25.159.201,4,4,0.00,16.28,0.00,N/A
104.17.217.190,4,4,0.00,16.28,0.00,N/A
104.17.248.47,4,4,0.00,16.28,0.00,N/A
172.65.61.107,4,4,0.00,16.28,0.00,N/A
104.16.35.237,4,4,0.00,16.28,0.00,N/A
108.162.198.235,4,4,0.00,16.28,0.00,N/A
162.159.241.188,4,4,0.00,16.29,0.00,N/A
104.18.109.95,4,4,0.00,16.31,0.00,N/A
104.17.243.183,4,4,0.00,16.32,0.00,N/A
104.20.28.197,4,4,0.00,16.32,0.00,N/A
104.19.78.211,4,4,0.00,16.33,0.00,N/A
104.16.228.214,4,4,0.00,16.33,0.00,N/A
104.17.63.156,4,4,0.00,16.33,0.00,N/A
104.16.19.121,4,4,0.00,16.33,0.00,N/A
104.24.243.19,4,4,0.00,16.33,0.00,N/A
104.16.60.87,4,4,0.00,16.34,0.00,N/A
172.67.80.148,4,4,0.00,16.34,0.00,N/A
104.19.97.172,4,4,0.00,16.34,0.00,N/A
104.19.96.127,4,4,0.00,16.34,0.00,N/A
172.67.127.64,4,4,0.00,16.35,0.00,N/A
104.18.205.13,4,4,0.00,16.35,0.00,N/A
104.19.202.221,4,4,0.00,16.36,0.00,N/A
104.25.158.240,4,4,0.00,16.36,0.00,N/A
172.66.144.189,4,4,0.00,16.36,0.00,N/A
104.24.137.137,4,4,0.00,16.36,0.00,N/A
172.66.214.53,4,4,0.00,16.37,0.00,N/A
104.17.211.56,4,4,0.00,16.37,0.00,N/A
104.24.204.180,4,4,0.00,16.38,0.00,N/A
104.27.42.155,4,4,0.00,16.38,0.00,N/A
104.18.136.230,4,4,0.00,16.38,0.00,N/A
104.17.41.34,4,4,0.00,16.38,0.00,N/A
104.18.56.28,4,4,0.00,16.38,0.00,N/A
172.67.168.95,4,4,0.00,16.39,0.00,N/A
104.18.100.121,4,4,0.00,16.39,0.00,N/A
104.20.57.123,4,4,0.00,16.39,0.00,N/A
172.66.197.33,4,4,0.00,16.39,0.00,N/A
172.66.41.214,4,4,0.00,16.40,0.00,N/A
104.17.174.35,4,4,0.00,16.40,0.00,N/A
172.67.210.130,4,4,0.00,16.40,0.00,N/A
104.25.226.53,4,4,0.00,16.40,0.00,N/A
104.25.129.237,4,4,0.00,16.41,0.00,N/A
104.16.236.61,4,4,0.00,16.42,0.00,N/A
104.19.151.93,4,4,0.00,16.42,0.00,N/A
172.66.139.81,4,4,0.00,16.42,0.00,N/A
104.25.128.13,4,4,0.00,16.43,0.00,N/A
104.18.145.56,4,4,0.00,16.43,0.00,N/A
104.18.191.214,4,4,0.00,16.43,0.00,N/A
104.19.98.240,4,4,0.00,16.44,0.00,N/A
104.18.154.16,4,4,0.00,16.44,0.00,N/A
104.17.83.144,4,4,0.00,16.44,0.00,N/A
104.27.36.59,4,4,0.00,16.44,0.00,N/A
104.18.138.203,4,4,0.00,16.44,0.00,N/A
104.27.66.207,4,4,0.00,16.44,0.00,N/A
172.65.149.137,4,4,0.00,16.44,0.00,N/A
104.17.139.66,4,4,0.00,16.45,0.00,N/A
104.17.133.184,4,4,0.00,16.45,0.00,N/A
104.27.0.16,4,4,0.00,16.45,0.00,N/A
104.17.111.24,4,4,0.00,16.45,0.00,N/A
104.18.42.109,4,4,0.00,16.46,0.00,N/A
162.159.17.194,4,4,0.00,16.46,0.00,N/A
104.18.129.62,4,4,0.00,16.46,0.00,N/A
104.19.22.156,4,4,0.00,16.47,0.00,N/A
104.18.78.235,4,4,0.00,16.47,0.00,N/A
104.25.229.236,4,4,0.00,16.47,0.00,N/A
104.19.248.158,4,4,0.00,16.48,0.00,N/A
104.18.69.112,4,4,0.00,16.48,0.00,N/A
172.67.83.39,4,4,0.00,16.48,0.00,N/A
172.64.158.143,4,4,0.00,16.48,0.00,N/A
104.17.66.107,4,4,0.00,16.49,0.00,N/A
162.159.201.195,4,4,0.00,16.49,0.00,N/A
104.18.167.187,4,4,0.00,16.49,0.00,N/A
104.16.168.117,4,4,0.00,16.49,0.00,N/A
162.159.229.198,4,4,0.00,16.49,0.00,N/A
104.27.45.241,4,4,0.00,16.50,0.00,N/A
172.67.82.206,4,4,0.00,16.51,0.00,N/A
104.18.54.145,4,4,0.00,16.51,0.00,N/A
104.17.118.122,4,4,0.00,16.51,0.00,N/A
104.27.19.200,4,4,0.00,16.53,0.00,N/A
172.65.124.250,4,4,0.00,16.53,0.00,N/A
104.16.204.239,4,4,0.00,16.53,0.00,N/A
104.18.231.62,4,4,0.00,16.53,0.00,N/A
104.19.242.56,4,4,0.00,16.53,0.00,N/A
104.20.56.39,4,4,0.00,16.54,0.00,N/A
104.17.232.165,4,4,0.00,16.55,0.00,N/A
104.25.231.154,4,4,0.00,16.55,0.00,N/A
104.18.29.85,4,4,0.00,16.55,0.00,N/A
104.16.179.89,4,4,0.00,16.56,0.00,N/A
104.16.140.75,4,4,0.00,16.56,0.00,N/A
104.27.197.100,4,4,0.00,16.56,0.00,N/A
104.18.218.43,4,4,0.00,16.56,0.00,N/A
104.24.250.224,4,4,0.00,16.57,0.00,N/A
172.67.175.226,4,4,0.00,16.57,0.00,N/A
104.18.99.90,4,4,0.00,16.57,0.00,N/A
104.25.126.153,4,4,0.00,16.58,0.00,N/A
172.65.50.162,4,4,0.00,16.58,0.00,N/A
172.64.156.86,4,4,0.00,16.58,0.00,N/A
104.18.30.153,4,4,0.00,16.59,0.00,N/A
104.18.182.101,4,4,0.00,16.59,0.00,N/A
104.18.170.19,4,4,0.00,16.59,0.00,N/A
172.65.242.216,4,4,0.00,16.60,0.00,N/A
104.17.244.122,4,4,0.00,16.60,0.00,N/A
104.16.214.17,4,4,0.00,16.60,0.00,N/A
104.19.137.33,4,4,0.00,16.60,0.00,N/A
104.18.126.29,4,4,0.00,16.60,0.00,N/A
104.25.53.170,4,4,0.00,16.60,0.00,N/A
104.16.222.175,4,4,0.00,16.60,0.00,N/A
104.25.61.232,4,4,0.00,16.60,0.00,N/A
104.17.205.7,4,4,0.00,16.60,0.00,N/A
104.16.160.43,4,4,0.00,16.60,0.00,N/A
104.18.47.98,4,4,0.00,16.61,0.00,N/A
172.67.177.253,4,4,0.00,16.61,0.00,N/A
104.17.56.215,4,4,0.00,16.62,0.00,N/A
104.17.74.191,4,4,0.00,16.62,0.00,N/A
104.17.42.30,4,4,0.00,16.64,0.00,N/A
104.16.255.210,4,4,0.00,16.64,0.00,N/A
104.17.52.40,4,4,0.00,16.64,0.00,N/A
104.19.185.28,4,4,0.00,16.64,0.00,N/A
104.17.212.177,4,4,0.00,16.64,0.00,N/A
104.18.73.184,4,4,0.00,16.64,0.00,N/A
104.27.84.237,4,4,0.00,16.64,0.00,N/A
162.159.137.45,4,4,0.00,16.64,0.00,N/A
172.66.132.79,4,4,0.00,16.65,0.00,N/A
104.24.128.28,4,4,0.00,16.65,0.00,N/A
104.17.159.204,4,4,0.00,16.65,0.00,N/A
104.25.222.78,4,4,0.00,16.65,0.00,N/A
104.25.153.192,4,4,0.00,16.66,0.00,N/A
104.24.159.100,4,4,0.00,16.66,0.00,N/A
104.17.46.151,4,4,0.00,16.66,0.00,N/A
104.17.236.146,4,4,0.00,16.66,0.00,N/A
104.24.254.6,4,4,0.00,16.67,0.00,N/A
172.67.196.31,4,4,0.00,16.67,0.00,N/A
172.67.104.198,4,4,0.00,16.68,0.00,N/A
104.17.48.81,4,4,0.00,16.68,0.00,N/A
172.64.157.34,4,4,0.00,16.68,0.00,N/A
172.67.232.135,4,4,0.00,16.68,0.00,N/A
104.17.200.243,4,4,0.00,16.69,0.00,N/A
104.25.210.177,4,4,0.00,16.70,0.00,N/A
104.25.134.254,4,4,0.00,16.70,0.00,N/A
172.67.78.105,4,4,0.00,16.71,0.00,N/A
104.24.151.242,4,4,0.00,16.71,0.00,N/A
104.17.103.206,4,4,0.00,16.71,0.00,N/A
104.25.154.16,4,4,0.00,16.71,0.00,N/A
104.17.30.116,4,4,0.00,16.71,0.00,N/A
104.17.9.55,4,4,0.00,16.72,0.00,N/A
172.67.194.173,4,4,0.00,16.72,0.00,N/A
104.19.62.207,4,4,0.00,16.72,0.00,N/A
104.21.210.36,4,4,0.00,16.73,0.00,N/A
104.16.108.234,4,4,0.00,16.74,0.00,N/A
104.21.36.241,4,4,0.00,16.74,0.00,N/A
104.17.93.183,4,4,0.00,16.74,0.00,N/A
104.17.230.196,4,4,0.00,16.74,0.00,N/A
104.17.77.184,4,4,0.00,16.74,0.00,N/A
172.67.166.209,4,4,0.00,16.75,0.00,N/A
104.16.127.77,4,4,0.00,16.76,0.00,N/A
104.16.87.85,4,4,0.00,16.78,0.00,N/A
104.18.104.251,4,4,0.00,16.78,0.00,N/A
104.16.237.164,4,4,0.00,16.78,0.00,N/A
172.66.135.125,4,4,0.00,16.79,0.00,N/A
104.18.24.201,4,4,0.00,16.79,0.00,N/A
104.17.201.186,4,4,0.00,16.79,0.00,N/A
104.18.174.96,4,4,0.00,16.79,0.00,N/A
104.16.69.221,4,4,0.00,16.80,0.00,N/A
104.18.7.206,4,4,0.00,16.80,0.00,N/A
172.67.145.154,4,4,0.00,16.80,0.00,N/A
162.159.197.208,4,4,0.00,16.81,0.00,N/A
172.67.66.200,4,4,0.00,16.81,0.00,N/A
172.66.152.105,4,4,0.00,16.81,0.00,N/A
172.67.123.96,4,4,0.00,16.82,0.00,N/A
104.16.106.160,4,4,0.00,16.82,0.00,N/A
104.17.112.9,4,4,0.00,16.82,0.00,N/A
104.27.106.165,4,4,0.00,16.84,0.00,N/A
104.16.54.99,4,4,0.00,16.84,0.00,N/A
104.17.22.55,4,4,0.00,16.84,0.00,N/A
104.16.1.105,4,4,0.00,16.84,0.00,N/A
104.19.183.29,4,4,0.00,16.85,0.00,N/A
104.17.4.229,4,4,0.00,16.85,0.00,N/A
104.17.223.18,4,4,0.00,16.85,0.00,N/A
104.17.207.72,4,4,0.00,16.86,0.00,N/A
104.27.127.116,4,4,0.00,16.86,0.00,N/A
104.24.143.192,4,4,0.00,16.86,0.00,N/A
104.16.234.34,4,4,0.00,16.87,0.00,N/A
104.20.22.8,4,4,0.00,16.87,0.00,N/A
104.17.210.30,4,4,0.00,16.88,0.00,N/A
104.24.242.58,4,4,0.00,16.88,0.00,N/A
104.25.124.109,4,4,0.00,16.89,0.00,N/A
104.17.33.216,4,4,0.00,16.90,0.00,N/A
104.17.57.134,4,4,0.00,16.91,0.00,N/A
172.67.125.174,4,4,0.00,16.91,0.00,N/A
104.18.53.215,4,4,0.00,16.92,0.00,N/A
104.18.21.200,4,4,0.00,16.92,0.00,N/A
104.24.234.7,4,4,0.00,16.92,0.00,N/A
104.17.51.97,4,4,0.00,16.92,0.00,N/A
104.18.168.134,4,4,0.00,16.92,0.00,N/A
104.17.184.104,4,4,0.00,16.93,0.00,N/A
104.20.10.241,4,4,0.00,16.93,0.00,N/A
104.18.210.68,4,4,0.00,16.93,0.00,N/A
104.18.164.156,4,4,0.00,16.93,0.00,N/A
104.16.224.5,4,4,0.00,16.94,0.00,N/A
104.18.60.88,4,4,0.00,16.94,0.00,N/A
162.159.202.173,4,4,0.00,16.95,0.00,N/A
172.67.116.141,4,4,0.00,16.96,0.00,N/A
162.159.24.254,4,4,0.00,16.96,0.00,N/A
162.159.254.68,4,4,0.00,16.96,0.00,N/A
104.18.211.139,4,4,0.00,16.96,0.00,N/A
104.17.23.27,4,4,0.00,16.96,0.00,N/A
104.17.2.82,4,4,0.00,16.96,0.00,N/A
104.17.68.66,4,4,0.00,16.97,0.00,N/A
104.17.189.78,4,4,0.00,16.97,0.00,N/A
104.17.67.27,4,4,0.00,16.98,0.00,N/A
104.16.129.119,4,4,0.00,16.98,0.00,N/A
104.25.29.173,4,4,0.00,16.99,0.00,N/A
104.18.176.174,4,4,0.00,16.99,0.00,N/A
104.16.137.176,4,4,0.00,17.00,0.00,N/A
104.16.254.214,4,4,0.00,17.00,0.00,N/A
104.20.52.51,4,4,0.00,17.00,0.00,N/A
104.17.40.146,4,4,0.00,17.00,0.00,N/A
104.25.136.69,4,4,0.00,17.00,0.00,N/A
172.67.193.167,4,4,0.00,17.00,0.00,N/A
172.67.101.174,4,4,0.00,17.01,0.00,N/A
104.17.149.14,4,4,0.00,17.01,0.00,N/A
104.17.204.66,4,4,0.00,17.01,0.00,N/A
104.25.241.174,4,4,0.00,17.01,0.00,N/A
104.25.218.49,4,4,0.00,17.02,0.00,N/A
104.24.241.94,4,4,0.00,17.02,0.00,N/A
104.21.25.169,4,4,0.00,17.02,0.00,N/A
104.25.123.254,4,4,0.00,17.02,0.00,N/A
104.16.3.209,4,4,0.00,17.02,0.00,N/A
162.159.19.89,4,4,0.00,17.02,0.00,N/A
104.17.89.142,4,4,0.00,17.03,0.00,N/A
104.17.27.166,4,4,0.00,17.03,0.00,N/A
172.67.114.75,4,4,0.00,17.03,0.00,N/A
104.18.25.187,4,4,0.00,17.03,0.00,N/A
104.17.34.220,4,4,0.00,17.04,0.00,N/A
172.67.115.229,4,4,0.00,17.04,0.00,N/A
104.16.217.35,4,4,0.00,17.04,0.00,N/A
104.18.200.71,4,4,0.00,17.05,0.00,N/A
104.19.186.129,4,4,0.00,17.06,0.00,N/A
162.159.194.106,4,4,0.00,17.07,0.00,N/A
172.67.165.189,4,4,0.00,17.08,0.00,N/A
104.16.105.23,4,4,0.00,17.09,0.00,N/A
104.18.5.213,4,4,0.00,17.09,0.00,N/A
104.17.162.122,4,4,0.00,17.09,0.00,N/A
104.18.90.40,4,4,0.00,17.10,0.00,N/A
104.16.126.233,4,4,0.00,17.10,0.00,N/A
104.16.175.48,4,4,0.00,17.11,0.00,N/A
104.18.63.167,4,4,0.00,17.11,0.00,N/A
104.24.199.233,4,4,0.00,17.12,0.00,N/A
104.19.178.208,4,4,0.00,17.12,0.00,N/A
104.19.140.134,4,4,0.00,17.12,0.00,N/A
104.16.107.101,4,4,0.00,17.12,0.00,N/A
162.159.232.64,4,4,0.00,17.13,0.00,N/A
104.16.57.215,4,4,0.00,17.13,0.00,N/A
104.18.172.196,4,4,0.00,17.13,0.00,N/A
104.16.33.174,4,4,0.00,17.14,0.00,N/A
104.25.163.162,4,4,0.00,17.14,0.00,N/A
172.65.156.115,4,4,0.00,17.16,0.00,N/A
104.16.26.109,4,4,0.00,17.16,0.00,N/A
172.67.182.160,4,4,0.00,17.16,0.00,N/A
104.18.97.32,4,4,0.00,17.16,0.00,N/A
162.159.154.154,4,4,0.00,17.17,0.00,N/A
104.20.45.81,4,4,0.00,17.17,0.00,N/A
172.67.112.187,4,4,0.00,17.17,0.00,N/A
104.16.139.48,4,4,0.00,17.18,0.00,N/A
162.159.142.79,4,4,0.00,17.19,0.00,N/A
104.20.30.153,4,4,0.00,17.19,0.00,N/A
104.17.60.140,4,4,0.00,17.19,0.00,N/A
104.16.209.247,4,4,0.00,17.20,0.00,N/A
104.16.97.122,4,4,0.00,17.20,0.00,N/A
104.25.76.10,4,4,0.00,17.20,0.00,N/A
104.16.188.169,4,4,0.00,17.21,0.00,N/A
104.16.231.61,4,4,0.00,17.21,0.00,N/A
104.18.81.60,4,4,0.00,17.21,0.00,N/A
104.19.107.118,4,4,0.00,17.21,0.00,N/A
162.159.150.114,4,4,0.00,17.21,0.00,N/A
104.16.227.19,4,4,0.00,17.21,0.00,N/A
104.17.16.143,4,4,0.00,17.22,0.00,N/A
104.21.26.177,4,4,0.00,17.22,0.00,N/A
104.17.146.54,4,4,0.00,17.22,0.00,N/A
104.18.22.137,4,4,0.00,17.22,0.00,N/A
104.17.80.67,4,4,0.00,17.24,0.00,N/A
104.16.50.200,4,4,0.00,17.24,0.00,N/A
104.19.163.122,4,4,0.00,17.24,0.00,N/A
104.19.217.218,4,4,0.00,17.24,0.00,N/A
104.27.103.24,4,4,0.00,17.24,0.00,N/A
172.65.158.217,4,4,0.00,17.25,0.00,N/A
104.18.48.215,4,4,0.00,17.25,0.00,N/A
104.17.7.16,4,4,0.00,17.26,0.00,N/A
104.19.239.32,4,4,0.00,17.26,0.00,N/A
172.67.241.231,4,4,0.00,17.26,0.00,N/A
104.17.177.50,4,4,0.00,17.27,0.00,N/A
104.17.247.34,4,4,0.00,17.27,0.00,N/A
104.20.33.251,4,4,0.00,17.27,0.00,N/A
104.25.236.82,4,4,0.00,17.28,0.00,N/A
162.159.195.29,4,4,0.00,17.28,0.00,N/A
104.17.194.13,4,4,0.00,17.28,0.00,N/A
104.17.19.169,4,4,0.00,17.28,0.00,N/A
104.19.61.251,4,4,0.00,17.29,0.00,N/A
104.16.23.145,4,4,0.00,17.29,0.00,N/A
104.17.155.159,4,4,0.00,17.30,0.00,N/A
104.18.252.126,4,4,0.00,17.30,0.00,N/A
104.17.165.144,4,4,0.00,17.31,0.00,N/A
104.19.114.202,4,4,0.00,17.32,0.00,N/A
104.25.194.134,4,4,0.00,17.32,0.00,N/A
104.16.111.177,4,4,0.00,17.33,0.00,N/A
104.25.74.223,4,4,0.00,17.33,0.00,N/A
104.24.229.66,4,4,0.00,17.33,0.00,N/A
104.17.8.163,4,4,0.00,17.33,0.00,N/A
172.67.65.44,4,4,0.00,17.33,0.00,N/A
104.16.135.132,4,4,0.00,17.33,0.00,N/A
104.17.106.244,4,4,0.00,17.33,0.00,N/A
104.16.174.94,4,4,0.00,17.33,0.00,N/A
104.16.191.154,4,4,0.00,17.33,0.00,N/A
104.24.83.159,4,4,0.00,17.34,0.00,N/A
104.25.52.119,4,4,0.00,17.35,0.00,N/A
104.19.148.187,4,4,0.00,17.36,0.00,N/A
104.16.115.122,4,4,0.00,17.36,0.00,N/A
104.18.70.6,4,4,0.00,17.38,0.00,N/A
104.16.22.5,4,4,0.00,17.38,0.00,N/A
104.18.119.79,4,4,0.00,17.39,0.00,N/A
104.18.35.165,4,4,0.00,17.39,0.00,N/A
104.16.56.57,4,4,0.00,17.40,0.00,N/A
104.18.10.57,4,4,0.00,17.40,0.00,N/A
104.20.51.93,4,4,0.00,17.42,0.00,N/A
104.18.208.60,4,4,0.00,17.42,0.00,N/A
104.17.99.75,4,4,0.00,17.42,0.00,N/A
104.25.150.81,4,4,0.00,17.42,0.00,N/A
104.27.111.86,4,4,0.00,17.43,0.00,N/A
104.20.42.53,4,4,0.00,17.44,0.00,N/A
104.17.218.98,4,4,0.00,17.44,0.00,N/A
104.16.38.8,4,4,0.00,17.45,0.00,N/A
104.25.26.153,4,4,0.00,17.45,0.00,N/A
162.159.233.226,4,4,0.00,17.46,0.00,N/A
104.16.113.162,4,4,0.00,17.47,0.00,N/A
104.18.116.42,4,4,0.00,17.47,0.00,N/A
172.67.223.146,4,4,0.00,17.47,0.00,N/A
104.17.238.131,4,4,0.00,17.47,0.00,N/A
104.16.172.127,4,4,0.00,17.47,0.00,N/A
104.19.187.193,4,4,0.00,17.48,0.00,N/A
162.159.43.18,4,4,0.00,17.49,0.00,N/A
104.18.183.187,4,4,0.00,17.49,0.00,N/A
104.16.76.167,4,4,0.00,17.50,0.00,N/A
104.19.70.149,4,4,0.00,17.50,0.00,N/A
104.16.65.124,4,4,0.00,17.51,0.00,N/A
104.17.29.99,4,4,0.00,17.51,0.00,N/A
104.16.93.193,4,4,0.00,17.51,0.00,N/A
104.16.68.139,4,4,0.00,17.51,0.00,N/A
104.17.215.56,4,4,0.00,17.52,0.00,N/A
104.16.190.158,4,4,0.00,17.52,0.00,N/A
104.24.146.142,4,4,0.00,17.52,0.00,N/A
104.19.165.202,4,4,0.00,17.52,0.00,N/A
104.19.106.236,4,4,0.00,17.53,0.00,N/A
104.17.135.8,4,4,0.00,17.53,0.00,N/A
104.19.150.153,4,4,0.00,17.54,0.00,N/A
